# nbody-bodies-v1
# seed=1234567, n=1000, total_mass=1.9890000000000001e+31, radius=299200000000.0
mass,x,y,z,vx,vy,vz
1.989e+28,-60772431542.33732,55016416764.29259,39780170987.607155,-80503.65555329993,72878.81285256644,52695.75532462783
1.989e+28,134352639785.20288,164526254639.663,193615953243.39435,31769.063593121773,38903.92518332391,45782.483627163805
1.989e+28,-104166524826.73299,33678157575.86948,64469805320.997536,-83809.65810065246,27096.563666575807,51870.71711143202
1.989e+28,101326692335.87415,-136266645249.99254,30080370596.88896,51550.32142145687,-69326.14891223225,15303.497400330774
1.989e+28,-71423059223.2801,246128435911.52124,-138018827884.85007,-16570.338050342598,57102.446061658455,-32020.731962970454
1.989e+28,-246204988522.81516,139952472441.4162,-23994461008.819725,-59202.65348541448,33653.086316763976,-5769.727775206332
1.989e+28,-85145164626.16512,160857600107.5904,-73134920862.62785,-35711.423236241164,67466.58912963005,-30674.109607296657
1.989e+28,230807687421.2366,22884103434.65792,19253018651.316315,74898.17086509615,7425.99827715201,6247.694332569672
1.989e+28,65783632159.91629,-138981927364.82278,-43299953544.24559,37540.263905572596,-79311.79930438199,-24709.667584157327
1.989e+28,134097241154.50894,-151610251493.26047,51812095232.51953,51160.43383778757,-57841.952406121374,19767.217038315146
1.989e+28,-220582027356.35037,57111234465.7459,-51300126919.66002,-71202.36432585378,18435.114466329287,-16559.328838678448
1.989e+28,42368898618.51827,-83390826420.93048,-186467913703.67996,16201.45208661719,-31887.835718524162,-71303.50488367952
1.989e+28,14829414727.707603,88614599275.79285,64263558491.089554,14716.752771285086,87941.3768792707,63775.33570150423
1.989e+28,196046555510.63495,-17394936070.110035,3484461207.5674534,81786.79389954277,-7256.827581368223,1453.6491594661645
1.989e+28,-94489529160.00854,-26779048986.17595,111924914495.59337,-59915.66439881548,-16980.55357285276,70971.41529224956
1.989e+28,-105155320134.25314,125301692304.30504,-13806624468.01529,-57603.10168631566,68639.09609192674,-7563.139859785347
1.989e+28,-151697984953.6539,-164954040593.83862,127559769104.42183,-42209.89725854068,-45898.388880869374,35493.44936826814
1.989e+28,-11728637998.325335,-149895969618.67252,131170574164.50938,-4794.635297239142,-61277.06447672714,53622.173771420064
1.989e+28,242132289412.47592,-95052063309.283,-88338434608.31125,61271.14549074727,-24052.75568306223,-22353.883872506834
1.989e+28,-219734494698.6617,-39420925143.76132,30167041611.290268,-74878.60979240133,-13433.41233493252,10279.979665917677
1.989e+28,147284306694.36838,16481983985.280855,-41825110279.61407,88802.73468831206,9937.550604214295,-25217.786299373463
1.989e+28,110238048321.41971,50960764512.29187,90415981349.7282,68175.09703596907,31515.934094939934,55916.4317218992
1.989e+28,229695166991.4745,14903189611.738455,-106577852307.69838,65509.810687013196,4250.438278198013,-30396.35104018065
1.989e+28,255066934789.83676,-41369917987.60937,-99920834095.82167,63730.091287746836,-10336.53637657623,-24965.854095206134
1.989e+28,144860394655.71222,-166649316953.07526,-153856839751.90897,37803.9509108237,-43490.16591035452,-40151.73665030657
1.989e+28,-195448090584.27435,180020710993.48785,-102336119214.05447,-46866.793465373754,43167.43876289559,-24539.33291911553
1.989e+28,88401952394.14369,15909392810.205626,121326266017.80695,54916.12892078818,9883.065282555806,75369.02393745224
1.989e+28,-98313512015.7148,101879009275.14151,73668628061.0008,-56180.48836688103,58217.96392032633,42097.36196916238
1.989e+28,-29474681699.424683,-95385529847.65099,-10333430125.168253,-33772.858850960016,-109295.22730118678,-11840.313684214527
1.989e+28,28770003828.84667,121078160345.83064,193783131628.7531,9484.390836959245,39914.92671921252,63883.027924181246
1.989e+28,-11625522485.932453,296551138052.6015,-27125956812.081657,-2603.5899774442146,66414.01036105785,-6074.984532521489
1.989e+28,-80601362306.5625,157189555641.2327,-165024150207.9889,-24708.11633900584,48186.007244991546,-50587.67972898868
1.989e+28,-239903474716.908,143820479241.21906,-75858379207.13759,-56024.19913083149,33586.12115814344,-17715.062057595438
1.989e+28,44613608679.85954,-33697130943.139347,-170870587941.46854,21323.397152992668,-16105.78761231966,-81668.8341574606
1.989e+28,-157571120667.2165,36114165711.71819,11763815513.687407,-87980.13672595663,20164.413527090448,6568.348901312861
1.989e+28,-197618145222.58942,-26712935004.29074,147165897920.00458,-58356.73174523431,-7888.342340311983,43458.15925602842
1.989e+28,42061380172.99334,-77819105724.7269,-53711406023.88894,46032.331891581474,-85165.89059830098,-58782.2191826852
1.989e+28,-158111297698.17038,110353062294.85042,-104673749334.29472,-56059.09471018064,39126.19060628372,-37112.563827049256
1.989e+28,204377971239.9189,-64437938584.97968,29275238634.98658,74030.49584991466,-23340.933056784594,10604.178224905132
1.989e+28,101678587936.89423,-16062625631.89753,73224465720.23547,82510.02784365452,-13034.481644774758,59420.10828438242
1.989e+28,231638558979.00314,-45516547099.84183,-124257247303.45482,61251.47236539731,-12035.800685096563,-32856.96208331962
1.989e+28,-157880815440.95236,-19477445705.89813,137299604678.51205,-59717.224870446895,-7367.196589860877,51932.53749235073
1.989e+28,126423600159.82077,-220704045209.26077,130338159403.30849,30147.819981258344,-52630.56751819153,31081.312044682
1.989e+28,1882803751.6351159,-233180873303.37418,133890794859.47746,491.9880074634215,-60931.5724676443,34986.474465754116
1.989e+28,71139490316.77692,-18106452091.05207,269938207463.28418,17518.41776151459,-4458.794833888411,66473.49126454153
1.989e+28,195644075301.67914,8582910060.023421,129443690369.70627,62673.97219737273,2749.5085943440363,41466.88438608018
1.989e+28,-117137468594.3353,-3638996114.638351,-2489743587.803101,-106343.0976715844,-3303.657863613902,-2260.310460113103
1.989e+28,11136879650.690262,-4412644115.037536,-201671605959.09024,4468.567760915461,-1770.5317693388142,-80918.82690184066
1.989e+28,213420090710.26605,115745229862.25246,-1234540045.7212036,64999.57133383538,35251.5562145282,-375.99353228309633
1.989e+28,-96612515581.27109,10058050029.143026,41809588044.168976,-102359.34117591352,10656.335447878964,44296.557866123025
1.989e+28,-200707106476.65857,95858451135.03181,-80297446333.99034,-63592.7342689377,30372.123426386777,-25441.72080815474
1.989e+28,-168652470692.98883,139216195858.0005,194467705265.4423,-38814.611341698714,32039.9844277095,44755.872044891126
1.989e+28,-164124911250.22052,105109026161.6371,-46620495637.86078,-66659.44004748279,42690.09972038315,-18934.944794687515
1.989e+28,-179386402481.1871,18258501968.19196,174120730771.815,-52080.96638838945,5300.961578776711,50552.19237032048
1.989e+28,84130503767.23466,104325939590.63588,69105805134.1239,52349.90576058248,64916.44363695131,43000.84064977987
1.989e+28,-19229923227.095802,-168256156669.99176,-27469420195.52281,-9859.482388910785,-86267.56300181734,-14084.001347947666
1.989e+28,62057929397.57471,-8765651471.655178,106773788436.78665,51902.41043071072,-7331.189499728794,89300.70733079528
1.989e+28,41606029168.903755,-248271115094.7186,60001041501.20495,11515.074623628738,-68712.64752522716,16606.162236174394
1.989e+28,74625225895.946,223399657179.94077,108236684820.55066,20602.4689472993,61675.987504609664,29881.891963494316
1.989e+28,50136211408.669815,-126513277410.41562,-189734429027.12622,16190.62054490207,-40855.27029052225,-61271.44549559327
1.989e+28,111967782819.95076,-113135034819.71634,-128066527296.50133,44179.273446677595,-44639.83758378968,-50531.37595746331
1.989e+28,-65993788741.47299,-245458217504.35602,-67145838658.47588,-17838.17487351443,-66347.55620921354,-18149.574904857087
1.989e+28,33455100201.30953,-42450685073.22313,101765670683.71692,31163.20341653527,-39542.53091898818,94794.04566878788
1.989e+28,-105535707175.20172,-80833120898.83897,-84661208823.47537,-61455.9301347633,-47071.031819467484,-49300.217659437534
1.989e+28,-191758991092.63934,-216410710145.1779,-48278214834.693985,-44019.41900695492,-49678.36800346475,-11082.551882479927
1.989e+28,-149836634432.9899,-143789653663.57886,-147720475187.9756,-42434.00034064253,-40721.484673162005,-41834.70029320353
1.989e+28,-18586464522.67178,551692912.473149,37359311099.32469,-79437.05349829384,2357.891106686884,159670.68889494502
1.989e+28,-68222383923.79403,237503581196.0331,130876923216.80275,-16810.426607838952,58522.38358094594,32248.901106320107
1.989e+28,-64338151444.76083,-79881080389.66844,-190756878158.83688,-23256.73129365775,-28875.135209077787,-68954.13309420382
1.989e+28,164899573927.1776,146819932000.61752,47096623734.15405,56011.61155217438,49870.480580907584,15997.35967287168
1.989e+28,222287583060.8745,-42458708871.55157,155881399011.48163,56223.27267255,-10739.095424668521,39427.1343478551
1.989e+28,-156309498543.71664,-141345466920.37128,-51521952626.78484,-56360.6700800134,-50965.074436448725,-18577.321282008732
1.989e+28,-176621133648.73038,171082588213.97916,120762720447.99641,-44880.550018956936,43473.170503938156,30686.57302512211
1.989e+28,183807187021.00955,-64681535664.5065,221330032592.02945,41822.32911891039,-14717.229050289141,50360.040959143655
1.989e+28,248918911478.30383,-11467429026.062078,5715046293.773679,72883.39335734678,-3357.6602739434156,1673.3640871672358
1.989e+28,-189282245192.559,41431026256.71846,-158902071996.82745,-54978.1078700698,12033.877918091737,-46154.013262743196
1.989e+28,232152360508.37778,-50889485997.277336,-175176538079.47617,52724.511281781626,-11557.59636779868,-39784.636856800265
1.989e+28,84257504992.16006,199725802524.7112,93471392803.731,26765.83981244461,63446.322523860414,29692.789111943694
1.989e+28,61686360140.51737,129634007989.8981,-94717277273.43205,31509.57089949271,66217.42564220681,-48381.85875865629
1.989e+28,-15594154476.752213,183462695303.1219,24769298847.394123,-7095.32983221777,83475.40336501975,11270.014369617515
1.989e+28,100249101148.19385,162684694846.22076,174773404243.05716,27716.784278157163,44978.92291068952,48321.1987686859
1.989e+28,-111303015698.66591,184007486749.3857,19141546825.948982,-40424.27941976966,66829.90584751862,6952.041978032777
1.989e+28,11231210737.270615,-23601573266.791786,-10534400708.356213,86499.39270243247,-181772.18842708506,-81132.77233175036
1.989e+28,63276740529.54968,126159844791.78177,220005686544.2668,17252.001911809173,34396.68139235074,59983.154838674054
1.989e+28,-160990651425.4343,28704708763.30996,54812590345.01111,-81892.50728789237,14601.472512737535,27881.9944795125
1.989e+28,204571461902.87897,189203795930.0311,24004994538.824726,50391.85514914451,46606.35549791828,5913.122956665135
1.989e+28,-74983499669.19632,-42583713758.026726,-42980109358.82468,-91350.48491183596,-51878.652214209935,-52361.570863106856
1.989e+28,-167798644793.25195,66227522359.98976,-7750780494.883072,-79683.58727789788,31449.875919280385,-3680.661395071536
1.989e+28,-86451075224.07312,-246914406283.3751,18222357015.9829,-23454.61990903128,-66989.14425795423,4943.818877310333
1.989e+28,-66206506074.40863,84713656176.0818,-79211494398.02145,-49428.75779578945,63245.911035046745,-59138.08178975569
1.989e+28,-51784466398.34585,-63419224216.56104,187855106865.09674,-20339.239164788672,-24908.990257109144,73783.32176805408
1.989e+28,-104206151059.73027,-51723390598.62824,149913386496.24304,-45931.529988167065,-22798.40913622092,66078.16465203672
1.989e+28,-171754396318.84113,152836442459.11676,34326796352.39223,-55835.3809908563,49685.37153570223,11159.247120366743
1.989e+28,-84803741159.75789,-23327823501.514633,-270385806074.73767,-20379.67539963633,-5606.043604199799,-64977.970135673924
1.989e+28,78831903618.35188,-38999596419.990974,197350691569.8842,28599.21134262541,-14148.557235052822,71596.31922812623
1.989e+28,-110001543334.6858,-209013014001.18106,1372633284.7395487,-34914.726417077094,-66341.18013468674,435.6767564782287
1.989e+28,186939095499.90518,226274677240.03644,-32073749732.742054,42454.62546226561,51387.8953363485,-7284.078423684768
1.989e+28,-92712940722.6864,-27628173276.21753,-247950409553.73752,-24601.307318251085,-7331.114471313526,-65793.44994959372
1.989e+28,-12832840407.278172,-94036112513.90395,189496668049.50128,-4792.232558173378,-35116.38154383985,70764.70005636127
1.989e+28,-1825850685.5065992,74382606904.3796,164137360082.8543,-869.5620625256703,35424.743977825514,78170.47828944694
1.989e+28,184298531558.29822,-63293360221.06219,-113314909953.29942,62742.92142119704,-21547.704657524253,-38577.130435794636
1.989e+28,-147778780074.96356,59052736813.46195,-178084320726.20245,-46131.52568674722,18434.262644481467,-55591.888171091756
1.989e+28,-215745420217.16275,104431889899.63145,10127649265.53574,-66896.05046348737,32381.13221449209,3140.2740121288734
1.989e+28,15250532744.253572,-108820015305.53293,-182985770937.90683,5634.813813064582,-40207.15444269078,-67610.14627923118
1.989e+28,33481775748.212986,208055670046.00998,157987384775.4882,9025.215284394943,56082.665012308986,42586.455704740314
1.989e+28,-248448169539.9254,27382130743.759876,78990669301.84258,-67447.02088940017,7433.514795824941,21443.85016937274
1.989e+28,-209779212600.3783,-46079130731.82875,124335363294.64198,-61822.9571268993,-13579.744572239375,36642.23799411972
1.989e+28,93827301797.46674,8538876571.340018,-163397202440.5766,41733.85881527657,3798.044518413282,-72678.16133289151
1.989e+28,261044757058.56775,-85004736213.79036,72008323804.85208,62901.875487425816,-20482.914092626957,17351.27213075887
1.989e+28,-275360739963.7429,-1976692585.6486905,26323951775.51209,-68958.62394118536,-495.02336708938776,6592.310477421199
1.989e+28,48903228418.75335,155209375762.58224,-128785269711.55803,18847.22223344276,59817.433169494696,-49633.627004404516
1.989e+28,-22601632658.453342,253307280919.01962,33475456684.884766,-6338.835888389032,71042.35819349885,9388.499911531651
1.989e+28,167079437141.20532,-55391490268.33857,20072024706.47962,81636.31525982366,-27064.713884784396,9807.347719613696
1.989e+28,12353605095.24505,5676966662.791286,-281285399036.0609,3011.843265072409,1384.0602542774873,-68578.1622545188
1.989e+28,117144448996.21509,147409395376.56915,51460094805.747635,49492.900635497776,62279.67795850972,21741.61371484579
1.989e+28,95982825284.20078,19847320934.160625,-64276618832.51745,87149.89393618124,18020.848096603833,-58361.4880812673
1.989e+28,55317165114.99366,-145289411751.67328,-99968045249.8466,25363.88016148985,-66617.71659379473,-45837.083560311345
1.989e+28,-21837003357.073334,-235152864736.54858,98138564988.81442,-6151.835564831464,-66246.34950150884,27647.214432659526
1.989e+28,20237848773.835396,-64048950628.975494,143409009291.98837,11700.752194188799,-37030.66012512,82913.61887776712
1.989e+28,40869922089.84223,-21384109903.03225,278589679653.91876,9923.54339293964,-5192.23261731816,67643.7985077032
1.989e+28,-106177948271.09332,-112578932951.63138,129861281112.4017,-42605.4142619733,-45173.90054786921,52108.68893659656
1.989e+28,199479843554.33383,-198175073056.05087,-20183203602.73142,48557.25039830625,-48239.64403433198,-4912.981952038103
1.989e+28,-202234758504.60785,-70556477878.06984,-22343136051.302837,-73731.44810232212,-25723.724870129154,-8145.93786147905
1.989e+28,-101500276237.44293,-77060521247.36382,-170264389178.9592,-37706.155207397605,-28627.074548238317,-63251.21194405453
1.989e+28,162265745519.53653,64233695794.54461,67183346192.15516,73109.97272849892,28940.943344228173,30269.929073393967
1.989e+28,-148690600629.33743,129060848277.53378,-66768403563.896416,-57149.42893347788,49604.707664863745,-25662.524183279118
1.989e+28,-265485218849.7215,-25615545593.12686,124429880116.15361,-60581.65604156155,-5845.267691977109,28393.928035430683
1.989e+28,-168979345354.1982,-6798184786.461628,-223094504568.5172,-41565.68372441942,-1672.2233012675324,-54876.976816981405
1.989e+28,-32857739112.65024,39418420301.61405,-205724592035.21698,-12262.126508220186,14710.496508461689,-76774.0277180729
1.989e+28,-36072017896.747826,-187584420349.42545,-65629819885.59846,-14478.494544873056,-75292.15622221105,-26342.329722571696
1.989e+28,-5761082968.460194,-35963602037.79302,162824966026.44763,-3079.911496822583,-19226.369762377453,87047.25961768928
1.989e+28,-77339263482.55972,-214821082875.90176,-67780124842.43296,-24243.566371518227,-67340.04108893241,-21247.059789467345
1.989e+28,-109672108473.4658,72318452094.91216,-26136741201.63326,-81513.35470407893,53750.39943440805,-19426.02805792596
1.989e+28,-161530849399.92316,206941372823.9885,-115607801913.63025,-38308.566793527854,49078.10138201307,-27417.48228226272
1.989e+28,-156378786933.214,146995830471.61108,34770836364.6131,-56201.80226247112,52829.611736926265,12496.475437549692
1.989e+28,84151770586.57507,-214376323013.44034,-88363827940.21278,25026.713287938317,-63755.45914699668,-26279.377979448207
1.989e+28,-65615446480.64918,-2877764438.298939,-24506414346.38347,-128804.62476608243,-5649.117525239822,-48106.65283179877
1.989e+28,143527586191.0497,-205400310506.98727,131500077475.21655,34737.99903098514,-49713.06197442843,31826.97964297963
1.989e+28,-109183576940.75928,-101595031518.62927,-63370044121.98441,-60985.340565505845,-56746.69918799804,-35395.833610829824
1.989e+28,-191612399402.13715,20771647169.54321,-204757664561.01407,-46819.21141697558,5075.413404059795,-50031.169257522284
1.989e+28,28132735158.864647,-146215191293.51108,-137218312090.00874,11249.924729479546,-58469.604433045686,-54871.866308115146
1.989e+28,164330746958.04678,42627772402.024124,-225462942217.81445,39932.58915406481,10358.605150852192,-54787.79356701374
1.989e+28,121516065638.3094,61498717824.66187,-122566557692.68387,56452.27215569645,28570.233389532026,-56940.295389821375
1.989e+28,-68279344772.38916,-157092979029.66537,61855389143.186264,-32009.95229968409,-73646.55859129311,28998.345876811312
1.989e+28,-32861301593.316235,53106222166.18319,-90111347355.05559,-32981.432174897825,53300.36180901835,-90440.76609503226
1.989e+28,-149340849369.28253,167324676001.53564,147547046918.82266,-39118.34827113786,43829.032564279034,38648.479582945285
1.989e+28,128692754319.02621,-120451466656.31866,86572717816.39853,53879.85457187972,-50429.47088010678,36245.439539484
1.989e+28,35045555625.404465,-193054750557.57687,-34122566044.949142,14366.98352944621,-79143.11449898842,-13988.60242337981
1.989e+28,-114642229698.10634,113193126695.75252,-132826517311.96136,-43778.49834619875,43225.12849671939,-50722.54337503601
1.989e+28,-44259513778.18589,-98548064124.05516,-8214267566.126001,-45219.58188628018,-100685.74810210575,-8392.449738689265
1.989e+28,104812442149.37505,-153112536850.55264,-204152448869.0106,26354.96764549331,-38499.970729284054,-51333.89771629401
1.989e+28,160970863925.92358,32548346620.96481,59938445637.80295,80234.76291208404,16223.48796932109,29875.8847270712
1.989e+28,-148115953540.4352,-68509336948.876625,-133260679316.69504,-55802.69775958135,-25810.89836770225,-50205.97196584862
1.989e+28,-61746148979.76667,132935941913.76277,184354811507.408,-19682.409114034534,42375.105782930674,58765.55675429326
1.989e+28,-9038718673.424168,138175494735.03485,-121972730699.68512,-4154.546628290166,63510.831181372836,-56063.41068692103
1.989e+28,99840706340.72037,-103640665597.95944,-201410387463.2326,29536.621563732344,-30660.79188115422,-59584.73864562284
1.989e+28,280676682081.3737,83703394860.45169,17696992556.22216,64339.52727329733,19187.33261543352,4056.6823249545473
1.989e+28,89828483607.24734,-113165909393.27144,-206724895147.8907,25839.553286780243,-32552.6651301332,-59465.313555031615
1.989e+28,-73943349329.15099,27258040082.544357,-207464325620.54684,-25769.14761806894,9499.386557939013,-72301.00990693625
1.989e+28,-95412732664.03188,-12516917424.831062,-149353697583.68192,-46419.72382571733,-6089.667843975302,-72662.81135240733
1.989e+28,6248425306.10436,129761474896.64352,21485726568.755394,4764.599697638208,98946.76718846732,16383.46964202622
1.989e+28,38636416117.52261,169246812223.10693,-103367367138.86282,15500.466063821737,67899.78815049818,-41469.746095727736
1.989e+28,157954130162.78067,13340502010.81863,-210332457880.40125,42577.94554526564,3596.0513826246565,-56696.99126451729
1.989e+28,163414530533.27637,10451731908.490025,-216090047397.65317,42175.19965602902,2697.458289378339,-55770.07664456724
1.989e+28,-40129790210.16798,287308601653.22894,-1711437688.6037703,-9357.47758732264,66994.71356652888,-399.07359917249886
1.989e+28,-9166556860.50761,125080561954.89911,164205677822.59424,-3555.9888914446988,48522.59093744945,63700.42483072071
1.989e+28,132901752983.46098,135420515374.28969,202218990550.44962,33161.20969828573,33789.68303251497,50457.01956582642
1.989e+28,-170682831007.5584,-62015729983.47319,-114107208497.84563,-62610.553159525334,-22748.856085502073,-41857.258878152956
1.989e+28,187297848766.92593,-150069338977.01944,137622909825.20383,46895.38914125019,-37574.16380289063,34457.8432346831
1.989e+28,173587382544.06067,239178912068.45865,-14878288729.04117,39292.21563437766,54139.12722489679,-3367.761645139332
1.989e+28,19964228037.273983,-65147969800.44138,286035218809.6046,4562.096586725645,-14887.193739912907,65362.922772585225
1.989e+28,-7958390756.088766,-141755889079.08832,-249332962014.68878,-1886.6701350042372,-33605.613318480566,-59108.56447270587
1.989e+28,29052411836.42882,-91738685190.35133,260377617496.79993,7237.599806419187,-22854.140093879854,64865.836426968955
1.989e+28,-180726569902.5374,-167907334796.88626,135225907200.92949,-44130.6462600389,-41000.38638692314,33020.08486685322
1.989e+28,37157113414.75476,-111929674304.09346,-209036421043.77417,11513.714467173839,-34683.165399746984,-64773.21416959778
1.989e+28,-8728499068.90139,-146815298480.35904,216509801178.60095,-2374.9573771131686,-39947.31206895655,58910.64952489518
1.989e+28,-135674999482.03943,-64803642903.81034,-190417600721.3975,-41363.79224803445,-19756.95177609983,-58053.393084049596
1.989e+28,-151124010381.96985,194637586849.34042,-119969893801.447,-38375.830562212024,49425.495227985724,-30464.678018101244
1.989e+28,3380147714.582998,-114389834409.60057,-275642194646.4783,755.3322762220524,-25561.703599076747,-61595.36916298697
1.989e+28,-116741190306.5322,72871318043.51602,108330788706.15103,-58031.28612235443,36223.858060660416,53850.53020926077
1.989e+28,100925451392.12099,9691562250.811947,-157974802139.0469,45214.80546912737,4341.839405403044,-70773.02949074066
1.989e+28,132410848537.25914,-17128174653.717915,78547443230.44446,79130.19641892098,-10235.987757943401,46940.826070457064
1.989e+28,156306171235.64096,-194278889340.20035,135289707324.10544,37690.580885424046,-46847.05750976448,32622.817234626447
1.989e+28,91877423728.18837,9467204470.787506,224439508483.3381,27997.45601754192,2884.9050182784854,68392.59322236644
1.989e+28,-68025884356.17448,-69326169580.97717,43913008650.04482,-71219.9361948294,-72581.27433283365,45974.87711889354
1.989e+28,129878324571.5961,-118578196950.94493,224676526107.15378,31049.386090984615,-28347.91895604646,53712.335970553795
1.989e+28,38192973488.51777,171911578385.93716,180166529712.47812,11004.360959749249,49532.07066445922,51910.53077911166
1.989e+28,151511681668.34412,215688541137.57385,2381302567.428269,40790.27132280295,58068.09097056825,641.0989354583934
1.989e+28,31581592043.121582,-239054263323.4585,25347143517.32174,9638.144341690206,-72955.14083843434,7735.500716237391
1.989e+28,137294256154.55444,28810675664.33567,-102853677670.42564,68949.99624563838,14468.893561388453,-51653.731830140336
1.989e+28,62457184669.754684,-113043737994.01376,-187009418531.7028,21003.148118875626,-38014.43157506581,-62887.665171181114
1.989e+28,-95553225997.51108,-254223917306.42752,-112768052659.20769,-21831.821008257684,-58084.6015475877,-25765.032163013802
1.989e+28,126412454447.06482,68265281949.38646,-111515296039.38329,59384.757482051275,32068.97002941861,-52386.521880334345
1.989e+28,-46929975625.785515,44001329834.4711,237963650257.00592,-13971.02584702343,13099.169735835749,70841.63722782726
1.989e+28,167694913697.62396,52900115914.409386,88477348344.53703,69960.03074883687,22069.206837497255,36911.54295782952
1.989e+28,-169967734712.95663,48102434402.77221,-160790209582.48392,-53046.62367128685,15012.683082150328,-50182.3346187079
1.989e+28,265947534374.11783,-27431801018.07091,73284414695.90761,66386.14461813256,-6847.559289493909,18293.344075203404
1.989e+28,-176565294320.1415,-82202151607.82285,200755274148.25986,-43488.38378449945,-20246.553722787932,49446.42401293242
1.989e+28,-120475026298.76659,-119348423212.96233,-220322753495.8422,-29941.95976093325,-29661.962276823633,-54757.36525867901
1.989e+28,-137233725462.9028,-176662935348.0568,-37634815555.0676,-46278.83839918222,-59575.40982378983,-12691.454242614875
1.989e+28,251143484703.32938,-52747863210.4882,107148174656.6569,62395.69277162345,-13105.016326141666,26620.577455212737
1.989e+28,226768610411.18616,-161448317870.05057,-16428936197.242023,56109.63407651078,-39947.354360601035,-4065.031737073785
1.989e+28,-80802330331.13138,-65796550482.97585,272797062.7809591,-87522.83289977888,-71268.99025936457,295.4861777313059
